token_mint,max_price,last_price,max_price_idx,max_tvl,last_tvl,max_tvl_idx,min_price,min_tvl,posterior_min_price,posterior_min_tvl,longest_inactivity
8K3Soka1SfZLqeEh5zqm8Uqnv4UbfB3Ca1Ez4tmpump,6.427301981692774e-06,3.6847350148326455e-06,104,710630055092,47590601,61,1.933301111648139e-06,47536553,3.2092060882785305e-06,47536553,1395
Dc716EUJAqr73ZRHhe9YfLddVfADhKxpUEeE5rKpump,0.0007134004587128701,0.00010816046773345929,386,108312595666,42707319622,386,6.529958431862369e-05,33087416867,6.529958431862369e-05,33087416867,78
HuTDUNoTPyRnLKYP9gwtt2MPRigaNdCLyJp7ZAgSzcvS,0.3633120168235314,0.2736526626849226,333,170828595631,148768684106,333,1.25e-05,1000000000,0.27049086870715644,147901975162,567
YSJ2a7G7eZewosu8FLcZigp85B9AgjcnafkjBhbpump,5.131282039072683e-06,3.2052787241756924e-06,132,784929883134,17007005,45,3.0209440893671417e-06,16905181,3.0209440893671417e-06,16905181,888
4WJkHFWx5RQuMpLtYpDGYFSj4rNJ3hJCwVXqm8Xnpump,0.0009670385086534828,0.0007698078221484628,681,126517882907,112903400375,681,0.00021918636920025854,60104442231,0.0007554565255437596,111844725423,182
3f7H1yUdorx1BT3CopCuNx1fmyKZdDzseGUydXbTpump,0.00039891909609442747,0.00011356043546955294,12,80753754097,43916805838,12,0.00011356043546955294,43916805838,0.00011356043546955294,43916805838,376
7d2XqP3UUz6tB6nRb6z3aHVHdKNtPKrxhkiQ8bApump,0.0009564149263149857,2.3937486945275455e-05,139,125341779419,20129137606,139,2.3937486945275455e-05,20129137606,2.3937486945275455e-05,20129137606,1006
FgbqjEQoyi6MjbDhb9NnsXeeTjGq6qFxqQcdVpa1hbHH,0.0031551553947292586,0.0031551553947292586,798,1679261222484,1679261222484,798,1.1250000000001124e-11,100000000,,,86
5qHwZAELETBy5Y6qdywEXYfjqgLEGWuXWce2PkyShaup,0.0008200620157768462,0.00022228095172031678,60,120072567838,62796981579,60,1.75e-05,17500000000,0.00011170039140139058,44350444423,285
ACYjHyiXtM997ziLzqXjWvjSkqPjnfKbSib6qDrTpump,0.001014886054224281,9.076083914286169e-05,51,129333486357,39983558451,51,4.537444514683581e-05,27623407723,4.537444514683581e-05,27623407723,90
4xChYywMKDt8cq8MbHZvcsk244fJs2RtM6ZeoBQJpump,0.8627649175662067,4.880147656255356e-07,314,300008613885,230087799,314,3.3161053448704915e-07,189623447,3.3161053448704915e-07,189623447,1591
BVHKA9Vhx6Tz9pTP3ZGDmzgQL9xdkJPDo7pXwFNKR2cb,2.2327455702149286e-05,1.3483618460752035e-05,12,15533000000,12078005551,12,1.3335552870138876e-05,12001000000,1.3421778084416022e-05,12046555089,1378
CoHHfMmQ7mFgaaja2WnhxAH9XA8dGHANgg6tjRwpump,4.995914035577612e-06,6.184444708798651e-07,212,761329451008,6833935,194,2.7071847899961044e-07,6767362,2.7071847899961044e-07,6767362,471
HZkf38CxorB9bH27wA87x4y2TWUmovF3ixWmW2hXNMh4,0.0321930405204517,8.416842488466681e-08,40,40193732831,65222241,40,5.044024443668258e-08,50434243,5.044024443668258e-08,50434243,736
BRW9mEDqYZsVG8sVJ5rX8ToDb5boCe2yMvdmXUHQpump,0.00034663965460427165,1.92486125351018e-05,3,75279102384,17929757068,3,1.92486125351018e-05,17929757068,1.92486125351018e-05,17929757068,732
FvDW9uCAaX4hqHDTTDcnqgCyHXaPVfCMUmwhytFWpump,0.0009701041548387491,8.613654267668089e-05,8,125995609721,38139485519,8,8.613654267668089e-05,38139485519,8.613654267668089e-05,38139485519,98
BvpixM2MyzG2GJXHG7xnkQaXnGMFSm56BR5ynNqwkYsu,3.5316775298207776e-06,7.465738807364829e-08,170,40480879766,5899368711,170,5.139494748095532e-08,4876697081,5.962862625834677e-08,5270446705,596
FGNhBpxCYdsoktEB7UEU4WLW8n3UHVXDehYFG6B3m2Xn,0.001919017618410724,0.0005722269240620356,1301,179114795972,98123436325,1301,0.0003818528745770904,79005359750,0.0005199246936204073,93405934976,40
GAHP3YsMwcozeeH4KiHzbUnUEuHGNsLQgX7WsP2npump,0.000551287468883523,2.4178415091043438e-05,36,95011526004,20067179202,36,2.417817441813285e-05,20067079202,2.417817441813285e-05,20067079202,699
7AAjLd5DyL9Xm724HXUWYpUuaYDcL3ERFrpi1tybwX2R,5.930815421688516e-06,1.0147446741175992e-08,313,404085681275,664372,30,1.5565179879307058e-09,646822,9.180355440992284e-09,646822,1247
444DbYAHooebMqhYvByq9vcjDtK6HN7tUsuS3oxcJvSB,0.2934896951199545,0.29154634784585126,1652,543357476950,541562731544,1652,1e-08,100000000,0.28953757903191973,539691247134,26
QauK6QMfU5p14BNcWPsqG3mgJatcVTzxBifJNPXUUve,6.850620224261368e-06,6.850620224261368e-06,1010,3592213382,740374,1009,2.8071789310974362e-06,740374,,740374,1611
CS5p7xQQTGdf9auTFEQnWaUMYiQvVcmHmXuNf62Ypump,1.216821026438911,1.7984619722133287e-07,238,356104342244,138353329,238,1.5388839221931983e-07,127911220,1.5388839221931983e-07,127911220,1272
3vMQPN6PqetHr2tRtpk86GuMUHZnaCpuvSFAip2bpump,0.0009174359494803721,3.254207791941777e-05,116,122817281534,23717208456,116,3.254207791941777e-05,23717208456,3.254207791941777e-05,23717208456,204
4GWLoXTAGUkurEPogK7ojvLZ331b2QoK4tBKXMAR3Pmx,3.950267892770295e-07,3.950267892770295e-07,233,831624023236,831624023236,233,2.800000799000057e-07,700000100000,,,85
9vbeEj7qAx32xDYbqfKQGWZ1r7iWJU1Ep8QyHf414vDp,8.6931196699802e-08,8.500161127800232e-08,391,4951850000,-84999167828,20,-9.016955145950143e-08,-84999240899,8.499965995431798e-08,-84999240899,1169
BaqCi4Pga87hrHiGCLzwvvyfgC4VXCNCtA62xtF8pump,0.000578470048994315,0.0005316132159971708,277,97676425842,93675070200,277,0.0001711741510036169,52965823692,0.0004757196917547206,88607819526,154
a2dvWyfjbgjTw2NKx2Xis7tS67mkDhqYaqQqFV1pump,4.697845109906677e-06,4.171755373450035e-06,177,764437456901,9928026,168,3.3676778744382506e-06,9005574,3.3676778744382506e-06,9005574,512
6GpQx7CN2jz1KPFNQLvzDAe4gfww4XZ5iz237BKBpump,0.000546909646297577,2.6665013266396655e-05,211,94882776531,21191694915,211,2.6665013266396655e-05,21191694915,2.6665013266396655e-05,21191694915,679
95JwjBErZRRv4YiWrwBGpqcrYwW2WLfyLrLuu6epump,0.00850346914160848,5.001362012646802e-07,485,723630470000,975689,21,9.60815528569152e-10,411768,2.7714809386233846e-09,411768,1436
BZM77ppcjH5UBn2KcqCDpE7F7v97YKSvV1DUTMpbvGd1,1.2672562210051578e-07,7.871611449016818e-08,112,79939279520,36528054,112,5e-10,36411559,8.282996670666413e-09,36411559,1193
AJK54LUzj5KwcdwUKfv6vmFaR5XEN4r3biFQWAcupump,0.002386110215609296,0.0006374953526538711,1453,200204985575,103645669517,1453,0.0002835949689278365,68759692314,0.000486449917673581,90462487156,57
CeRPBjyHUbYemDLirB9c2wiRDRR67meMSbSYvoC3pump,0.0005991272111113858,4.096655325291703e-05,25,99009093736,26291472127,49,4.096655325291703e-05,26136402946,4.096655325291703e-05,26136402946,121
2fdPbEnUWsCe8cAiiKemvcFrA11jyPLVbpjKf5oopump,0.0007563085206301093,2.4232015529372626e-05,55,111325439693,20346610102,55,2.4232015529372626e-05,20346610102,2.4232015529372626e-05,20346610102,322
6gNSYg7f3TodWC7mHKtRcFTA7rWdLAaALCZkM96npump,0.0005036683925657577,8.715053308862061e-05,373,91113126335,38408453277,373,6.735604559473636e-05,33759684262,6.735604559473636e-05,33759684262,48
