token_mint,max_price,last_price,max_price_idx,max_tvl,last_tvl,max_tvl_idx,min_price,min_tvl,posterior_min_price,posterior_min_tvl,longest_inactivity
37ijKzTEH9ouGQDBAGjiaGnsXpK8CYL7CB13PGt1b8qi,1.1888411412041208e-07,8.274028684444455e-08,59,710704765186,1905265,55,7.564766934368033e-10,1683461,7.564766934368033e-10,1683461,1308
LtAxVVocpRgLuRwuUadcRWkJhNM64Nnz9wFDeXPs3xh,2.7765494978680465e-06,1.578798513258196e-07,239,32282846055,5054940,49,5e-09,4932492,1.6658064702257623e-08,4932492,1302
5ZHNgKwmFYMXypQp7Xnr61dY57E8PC5xKZMdcLngWcnk,6.535505614768755e-06,2.9162363306042187e-06,167,48682062122,32586425731,167,1.007405873015873e-06,19020000000,2.554497990571277e-06,30493582376,645
558hASfoVRYZz3KzCYeNTqodfdLhxFQMEn49Yh38pump,0.0022093009958417753,1.8203594142198204e-05,185,191402785566,17486486130,185,1.8203594142198204e-05,17486486130,1.8203594142198204e-05,17486486130,303
6TYBSJoS6kWFxf1TTfCfoS9b3UkxbX8zeXNQ8X3Ahm1F,6.96254690948093e-07,1.9000074882298018e-08,95,21258203914,2179661,37,3.9917526449455435e-10,2072114,3.9917526449455435e-10,2072114,1550
FaLfdDJsNX1bXoFiTXMZ27zY3oACwux9VgyMinrFpump,0.003212762550907136,1.8157010846824062e-05,217,229750877111,17314313281,217,1.764965348383199e-05,17048748596,1.764965348383199e-05,17048748596,686
xvBUQJNdBhnsWUxr63XZVGXThxbktghcnzbAQyu2unc,4.506558927572645e-08,2.2078589021013183e-08,24,27039024469,3459999,24,2.000493704063997e-08,3253718,2.018101617532832e-08,3253718,1264
ARtGHdxz23PysoDbH3azCDYcf1JBGiusz42nmjvtGZuJ,3.0322019359224427e-07,3.062457384885107e-08,53,704041303780,806278,48,2.8378329658998974e-10,758631,2.8378329658998974e-10,758631,1428
7Fu1h3Xq5rxAXM9Nx4gQhCm78T8FPCSYZVWci4zJpump,0.0004922871092591205,0.0003496930358170529,20,89734517083,76122810358,20,0.00017459576316954052,53570397224,0.00017459576316954052,53570397224,51
AyRq24r84Ui6CzccA676XU3jksk7eNEAMpkCzXnXpump,0.000676467967066309,6.152386660864236e-05,15,105261722226,32477972508,15,2.6800938935143967e-05,21253122099,2.6800938935143967e-05,21253122099,386
hvY26mzd4Ngdfe65pN5ipZdLixnxi9ZpjsgLEydpump,0.0006487902181763396,2.2767350878340903e-05,135,103309842692,19596885376,135,2.2767350878340903e-05,19596885376,2.2767350878340903e-05,19596885376,580
28GxDyHi49joVjzhQ1NwLQKVpgp8GhgQoQUifQhtpump,0.000895449330937059,1.977397925428744e-05,3,121038087582,18112039636,3,1.977397925428744e-05,18112039636,1.977397925428744e-05,18112039636,1487
DeE3o5nKun25JFeg5kRyURrt9RRixinPrAJ3WA1HtJci,2.0845138821972323e-07,7.823027675408494e-08,84,756492194118,13903907,76,5.039075962450051e-08,13895678,5.039075962450051e-08,13895678,1495
GsXH4W3UWJGRgQ218L7PVvSxs7aW1Ko25rLV7bzxpump,0.0005796024950250833,1.8970023100530765e-05,7,97366554900,17679822742,7,1.859246097037116e-05,17486877799,1.859246097037116e-05,17486877799,743
6SjaYQnkqKpS6bBgSEpkBK4sxhekjRqHDAYard7KD7s1,3.9278456973187884e-06,6.224656865897085e-08,92,70118710117,5727768,68,5.820509309309119e-08,5726233,5.820509309309119e-08,5726233,1493
