token_mint,max_price,last_price,max_price_idx,max_tvl,last_tvl,max_tvl_idx,min_price,min_tvl,posterior_min_price,posterior_min_tvl,longest_inactivity
5BE3WKrbVgW7Trey9G25pFviEGGpPsRZr9w2YCf3pump,0.0009040350447662831,3.7845727514960914e-05,5,121622622825,25191244813,5,3.5518469689748664e-05,24400289968,3.5518469689748664e-05,24400289968,44
Hz3xYB3aTCFM83uYSEt8UTQtotwJ3p2YAXn88tKp7oXW,4.534479346584363e-07,7.480366902353067e-08,29,749287870746,1043934,24,1.7573415174144398e-09,941563,1.7573415174144398e-09,941563,1692
5r6vZVeqFsLyDpPtuExx74mZUZ9Go9eFQXudi8GFpump,0.001050337542188344,4.2476692390217377e-05,120,131259061952,26540637415,120,3.995937954722271e-05,25724600389,3.995937954722271e-05,25724600389,879
77VNwmBRKHkbuHjpVKL97Zp1WtS1Du4Lm5g5rC2XEman,8.338733267519869e-08,2.800275488602834e-08,65,27487629924,15990125278,65,1.5993333333333332e-08,12000000000,2.5448941123913263e-08,15201863418,261
DHBeYKyNUcMzPbAK6n9L9tWGMaNQ5jpteFfJdMeHpump,0.00011203773144495572,2.3357320852635893e-05,4461,158159629227,77881883701,4461,4.833252779120348e-09,1000000000,2.330244974473246e-05,76670083692,142
CD99ECg23QPnAZu7cMhCqvULrCPgyxrSJ7MfmzAvwBcF,5.137340651735994e-09,1.5659504729426292e-09,11,16041750000,5193682,11,1.4109924722768888e-10,5178296,1.4109924722768888e-10,5178296,1090
HpzzHA5hXjkZSDXAiTj7w6DfrActA3y3w4ah91bLpump,0.0005142298821589974,0.0004902721279800801,6682,93408684961,91234573209,6682,0.00013446178452700103,47537299059,0.0004120909637049225,83632041638,23
m4sActvKzVgRjsmRVNX2uQHY6zmDcWFGV8VLnEJ5bmh,177.0373173636782,2.112002396067231e-06,4729,297324128435,4118,3496,3.2099891782211864e-12,5,7.28851459283541e-07,5,700
Ebk21TRHq9RCKRaSgdbaYGth552XsoM9FiEpGD99Td98,0.000104590485883014,7.325749150467383e-05,774,90602024641,22807811,130,7.338100280664978e-07,22798963,5.764173876084335e-06,22798963,1434
byVxEgsA7fsg22F3SxfoBaCBfZtN5MxUAqD4Bj1pump,0.0011259189698156935,3.7887016616353e-05,6,135750661042,25297444703,6,3.528912051906799e-05,24313516038,3.528912051906799e-05,24313516038,305
