iter	Passed	Remaining
362	1556	2732
363	1561	2728
364	1564	2722
365	1569	2717
366	1572	2712
367	1576	2707
368	1580	2702
369	1584	2697
370	1589	2694
371	1593	2689
372	1597	2684
373	1600	2679
374	1604	2674
375	1608	2669
376	1611	2663
377	1616	2659
378	1620	2655
379	1624	2651
380	1629	2647
381	1633	2642
382	1637	2638
383	1642	2634
384	1646	2629
385	1650	2625
386	1654	2620
387	1658	2615
388	1662	2611
389	1667	2607
390	1672	2604
391	1677	2601
392	1683	2600
393	1689	2598
394	1694	2595
395	1699	2591
396	1703	2587
397	1708	2584
398	1712	2579
399	1718	2577
400	1722	2573
401	1728	2571
402	1734	2569
403	1741	2568
404	1747	2567
405	1753	2565
406	1759	2563
407	1764	2560
408	1770	2557
409	1777	2557
410	1782	2554
411	1788	2552
412	1793	2549
413	1800	2548
414	1805	2544
415	1810	2541
416	1816	2540
417	1822	2537
418	1829	2536
419	1834	2533
420	1841	2532
421	1846	2529
422	1855	2531
423	1861	2528
424	1868	2527
425	1872	2523
426	1879	2522
427	1889	2525
428	1897	2525
429	1906	2527
430	1914	2527
431	1920	2525
432	1925	2520
433	1930	2518
434	1935	2514
435	1941	2511
436	1947	2509
437	1953	2505
438	1959	2504
439	1964	2499
440	1970	2497
441	1974	2493
442	1979	2488
443	1985	2486
444	1989	2480
445	1993	2475
446	1998	2472
447	2003	2468
448	2007	2463
449	2012	2459
450	2016	2454
451	2021	2450
452	2026	2446
453	2030	2441
454	2034	2437
455	2039	2433
456	2043	2428
457	2049	2425
458	2053	2420
459	2057	2415
460	2062	2412
461	2066	2406
462	2071	2402
463	2076	2398
464	2080	2393
465	2084	2389
466	2090	2386
467	2094	2381
468	2098	2376
469	2104	2373
470	2108	2367
471	2112	2363
472	2117	2359
473	2121	2354
474	2126	2350
475	2131	2346
476	2135	2341
477	2140	2337
478	2144	2332
479	2149	2328
480	2154	2324
481	2158	2319
482	2162	2315
483	2168	2312
484	2172	2307
485	2176	2301
486	2180	2296
487	2184	2292
488	2188	2287
489	2193	2282
490	2197	2278
491	2202	2273
492	2207	2269
493	2211	2264
494	2215	2260
495	2220	2255
496	2224	2250
497	2228	2246
498	2233	2242
499	2237	2237
500	2241	2232
501	2246	2228
502	2250	2224
503	2255	2219
504	2259	2214
505	2265	2211
506	2269	2206
507	2274	2202
508	2278	2197
509	2283	2194
510	2288	2190
511	2292	2185
512	2297	2181
513	2301	2176
514	2305	2171
515	2310	2166
516	2314	2162
517	2318	2157
518	2322	2152
519	2327	2148
520	2331	2143
521	2335	2138
522	2339	2133
523	2344	2129
524	2347	2124
525	2352	2119
526	2357	2115
527	2360	2110
528	2365	2105
529	2369	2101
530	2373	2096
531	2377	2091
532	2382	2087
533	2386	2082
534	2391	2078
535	2396	2074
536	2400	2069
537	2404	2065
538	2409	2060
539	2413	2055
540	2417	2051
541	2421	2046
542	2425	2041
543	2429	2036
544	2433	2031
545	2436	2026
546	2441	2022
547	2445	2017
548	2449	2012
549	2453	2007
550	2458	2003
551	2462	1998
552	2466	1993
553	2471	1989
554	2475	1984
555	2479	1980
556	2484	1975
557	2488	1970
558	2492	1966
559	2496	1961
560	2500	1956
561	2504	1951
562	2508	1946
563	2511	1941
564	2516	1937
565	2520	1932
566	2524	1927
567	2528	1922
568	2531	1917
569	2536	1913
570	2539	1908
571	2543	1903
572	2547	1898
573	2551	1893
574	2555	1888
575	2559	1883
576	2562	1878
577	2566	1874
578	2570	1869
579	2574	1864
580	2578	1859
581	2582	1854
582	2587	1850
583	2591	1845
584	2595	1841
585	2599	1836
586	2603	1832
587	2607	1827
588	2611	1822
589	2615	1817
590	2619	1812
591	2623	1808
592	2627	1803
593	2631	1798
594	2634	1793
595	2639	1789
596	2642	1783
597	2646	1779
598	2650	1774
599	2655	1770
600	2659	1765
601	2663	1760
602	2667	1756
603	2671	1751
604	2675	1746
605	2679	1742
606	2683	1737
607	2687	1732
608	2691	1728
609	2695	1723
610	2699	1718
611	2703	1714
612	2707	1709
613	2711	1704
614	2715	1699
615	2719	1695
616	2723	1690
617	2727	1686
618	2731	1681
619	2735	1676
620	2739	1672
621	2744	1667
622	2747	1662
623	2751	1657
624	2755	1653
625	2760	1649
626	2764	1644
627	2768	1639
628	2772	1635
629	2776	1630
630	2780	1625
631	2784	1621
632	2788	1616
633	2793	1612
634	2798	1608
635	2802	1603
636	2805	1598
637	2809	1594
638	2813	1589
639	2817	1584
640	2822	1580
641	2826	1576
642	2831	1571
643	2835	1567
644	2841	1563
645	2845	1559
646	2849	1554
647	2853	1550
648	2857	1545
649	2861	1540
650	2866	1536
651	2871	1532
652	2876	1528
653	2880	1524
654	2885	1519
655	2891	1516
656	2895	1511
657	2900	1507
658	2905	1503
659	2909	1498
660	2914	1494
661	2918	1490
662	2923	1485
663	2927	1481
664	2933	1477
665	2937	1473
666	2942	1468
667	2946	1464
668	2950	1459
669	2954	1455
670	2959	1451
671	2963	1446
672	2968	1442
673	2973	1438
674	2977	1433
675	2982	1429
676	2986	1424
677	2991	1420
678	2996	1416
679	3001	1412
680	3006	1408
681	3010	1403
682	3015	1399
683	3020	1395
684	3025	1391
685	3029	1386
686	3034	1382
687	3039	1378
688	3043	1373
689	3048	1369
690	3052	1365
691	3057	1360
692	3062	1356
693	3067	1352
694	3072	1348
695	3076	1343
696	3081	1339
697	3087	1335
698	3091	1331
699	3096	1327
700	3101	1322
701	3106	1318
702	3111	1314
703	3116	1310
704	3120	1305
705	3124	1301
706	3128	1296
707	3132	1292
708	3136	1287
709	3141	1283
710	3145	1278
711	3150	1274
712	3154	1269
713	3158	1265
714	3162	1260
715	3166	1256
716	3170	1251
717	3173	1246
718	3177	1241
719	3181	1237
720	3185	1232
721	3189	1228
722	3193	1223
723	3197	1219
724	3202	1214
725	3206	1209
726	3210	1205
727	3214	1200
728	3217	1196
729	3221	1191
730	3225	1186
731	3229	1182
732	3233	1177
733	3237	1173
734	3241	1168
735	3245	1164
736	3249	1159
737	3253	1154
738	3257	1150
739	3260	1145
740	3264	1141
741	3268	1136
742	3272	1131
743	3276	1127
744	3280	1122
745	3283	1118
746	3288	1113
747	3292	1109
748	3296	1104
749	3300	1100
750	3304	1095
751	3308	1091
752	3312	1086
753	3316	1082
754	3320	1077
755	3324	1073
756	3328	1068
757	3332	1064
758	3337	1059
759	3341	1055
760	3346	1050
761	3350	1046
762	3354	1041
763	3357	1037
764	3361	1032
765	3365	1028
766	3369	1023
767	3374	1019
768	3377	1014
769	3382	1010
770	3386	1005
771	3390	1001
772	3394	996
773	3398	992
774	3402	987
775	3405	983
776	3410	978
777	3417	975
778	3437	975
779	3441	970
780	3445	966
781	3451	962
782	3454	957
783	3458	952
784	3462	948
785	3466	943
786	3470	939
787	3474	934
788	3480	930
789	3484	926
790	3488	921
791	3494	917
792	3499	913
793	3503	909
794	3507	904
795	3510	899
796	3514	895
797	3518	890
798	3522	886
799	3526	881
800	3530	877
801	3536	873
802	3540	868
803	3544	864
804	3558	862
805	3562	857
806	3566	852
807	3570	848
808	3578	844
809	3582	840
810	3586	835
811	3592	831
812	3596	827
813	3603	823
814	3607	818
815	3611	814
816	3614	809
817	3618	805
818	3622	800
819	3626	796
820	3630	791
821	3635	787
822	3639	782
823	3643	778
824	3647	773
825	3651	769
826	3655	764
827	3658	760
828	3663	755
829	3667	751
830	3671	746
831	3675	742
832	3680	737
833	3684	733
834	3689	728
835	3693	724
836	3696	719
837	3701	715
838	3705	711
839	3710	706
840	3718	703
841	3723	698
842	3728	694
843	3743	691
844	3749	687
845	3757	683
846	3764	679
847	3773	676
848	3777	671
849	3782	667
850	3787	663
851	3791	658
852	3798	654
853	3802	650
854	3808	645
855	3814	641
856	3821	637
857	3827	633
858	3842	630
859	3847	626
860	3852	621
861	3857	617
862	3862	613
863	3866	608
864	3871	604
865	3876	599
866	3881	595
867	3887	591
868	3891	586
869	3896	582
870	3900	577
871	3905	573
872	3911	568
873	3915	564
874	3919	559
875	3924	555
876	3928	550
877	3931	546
878	3936	541
879	3940	537
880	3945	532
881	3950	528
882	3954	523
883	3957	519
884	3962	514
885	3966	510
886	3970	505
887	3974	501
888	3978	496
889	3982	492
890	3986	487
891	3991	483
892	3994	478
893	3998	474
894	4002	469
895	4006	465
896	4011	460
897	4015	456
898	4019	451
899	4023	447
900	4027	442
901	4031	438
902	4035	433
903	4039	428
904	4043	424
905	4048	419
906	4051	415
907	4056	410
908	4059	406
909	4064	401
910	4068	397
911	4072	392
912	4076	388
913	4081	384
914	4086	379
915	4090	375
916	4094	370
917	4098	366
918	4102	361
919	4106	357
920	4110	352
921	4114	348
922	4118	343
923	4122	339
924	4125	334
925	4129	329
926	4132	325
927	4137	321
928	4141	316
929	4145	312
930	4149	307
931	4153	303
932	4158	298
933	4162	294
934	4166	289
935	4170	285
936	4174	280
937	4178	276
938	4182	271
939	4186	267
940	4190	262
941	4194	258
942	4198	253
943	4202	249
944	4205	244
945	4209	240
946	4213	235
947	4217	231
948	4221	226
949	4225	222
950	4229	217
951	4233	213
952	4236	208
953	4240	204
954	4244	200
955	4248	195
956	4252	191
957	4256	186
958	4260	182
959	4264	177
960	4268	173
961	4271	168
962	4275	164
963	4279	159
964	4283	155
965	4287	150
966	4290	146
967	4295	141
968	4299	137
969	4303	133
970	4306	128
971	4311	124
972	4315	119
973	4319	115
974	4323	110
975	4327	106
976	4330	101
977	4334	97
978	4338	93
979	4342	88
980	4347	84
981	4351	79
982	4355	75
983	4359	70
984	4362	66
985	4367	62
986	4371	57
987	4375	53
988	4379	48
989	4383	44
990	4388	39
991	4392	35
992	4396	30
993	4402	26
994	4406	22
995	4415	17
996	4423	13
997	4427	8
998	4432	4
999	4436	0
