iter	Logloss
189	0.3848821632
190	0.3847155443
191	0.3846334243
192	0.3844957116
193	0.3843414316
194	0.3842213205
195	0.3840464205
196	0.3839596067
197	0.3837990291
198	0.383635908
199	0.3834865002
200	0.3832236782
201	0.3831183967
202	0.3829328428
203	0.3827234532
204	0.382566114
205	0.3824048263
206	0.3822811539
207	0.3822122854
208	0.3820490193
209	0.3819334059
210	0.3817764462
211	0.3815636392
212	0.3814076287
213	0.3812773726
214	0.3810679361
215	0.38086427
216	0.380718013
217	0.3806009372
218	0.380515984
219	0.3803604752
220	0.3801744761
221	0.3800472302
222	0.3798521269
223	0.3797081481
224	0.3795858359
225	0.3794888279
226	0.3793278482
227	0.3791463408
228	0.3790496712
229	0.3789134643
230	0.3787352752
231	0.3785865654
232	0.3784375326
233	0.3783132291
234	0.3781784435
235	0.3779941881
236	0.3778568073
237	0.3776833072
238	0.377598699
239	0.3774357126
240	0.3772687488
241	0.3770869924
242	0.3768989391
243	0.3767998151
244	0.3766724149
245	0.3765133843
246	0.3764169899
247	0.3762599066
248	0.3761278189
249	0.3759865895
250	0.3758787751
251	0.3757482843
252	0.3755994607
253	0.375450208
254	0.3753093237
255	0.3751429385
256	0.3749677021
257	0.3748318198
258	0.374663055
259	0.374545466
260	0.3743872451
261	0.3742880666
262	0.3741902504
263	0.3740378901
264	0.3738762307
265	0.373700557
266	0.3735480961
267	0.3733822081
268	0.3731632399
269	0.372990894
270	0.3728969626
271	0.3727677689
272	0.3726681568
273	0.3725232655
274	0.372444022
275	0.3723205902
276	0.3721457384
277	0.3720288767
278	0.3719584414
279	0.3717767468
280	0.3716469106
281	0.3715250214
282	0.371365636
283	0.3712081141
284	0.371049832
285	0.3709644604
286	0.3708062066
287	0.3707151741
288	0.3705677088
289	0.3704740103
290	0.3703163321
291	0.3701113453
292	0.369999907
293	0.369892753
294	0.3697700506
295	0.3696096455
296	0.3694597328
297	0.3693092057
298	0.3692021115
299	0.3690923152
300	0.368971715
301	0.3688961715
302	0.3687513148
303	0.368536642
304	0.3683669812
305	0.368199497
306	0.3680846932
307	0.3679656035
308	0.3677834329
309	0.3676334264
310	0.3674707712
311	0.3673352756
312	0.3672463081
313	0.3671074657
314	0.3669479823
315	0.3667918227
316	0.366634014
317	0.3664929566
318	0.3663164111
319	0.3661130116
320	0.3658829861
321	0.3658106685
322	0.3657271594
323	0.3655711867
324	0.3653827841
325	0.3652833706
326	0.3651288967
327	0.3650498691
328	0.3648935195
329	0.3647976356
330	0.3646955776
331	0.3645124567
332	0.364333097
333	0.3642655957
334	0.3641362244
335	0.3639572035
336	0.3638520726
337	0.3637738111
338	0.363668911
339	0.3635814435
340	0.3633918919
341	0.3633469263
342	0.3631423278
343	0.3630876652
344	0.3629065595
345	0.3627486261
346	0.3625422616
347	0.3623820715
348	0.3622539385
349	0.3621472448
350	0.3620406702
351	0.3619078959
352	0.361772166
353	0.361642942
354	0.3614455458
355	0.3613521391
356	0.3611690708
357	0.3610961058
358	0.3610655878
359	0.3609383898
360	0.3608180832
361	0.3606984685
362	0.3604916833
363	0.3603378086
364	0.3602817218
365	0.3601456158
366	0.3599908367
367	0.3597765905
368	0.3596481498
369	0.3594850426
370	0.3593134331
371	0.3591920441
372	0.3590400567
373	0.3589255297
374	0.3587618909
375	0.358604361
376	0.3585553538
377	0.3584124203
378	0.3582011258
379	0.3580354205
380	0.3578792239
381	0.3577446787
382	0.3575278437
383	0.3573321679
384	0.3572241899
385	0.3570763266
386	0.3568864725
387	0.356730115
388	0.3566193373
389	0.356510008
390	0.3563499566
391	0.3562762553
392	0.3561042041
393	0.3559560982
394	0.3559007286
395	0.3557809449
396	0.3556315207
397	0.3554579577
398	0.3553740889
399	0.3552852717
400	0.3551793771
401	0.3550401674
402	0.3548549443
403	0.3546865549
404	0.3545657296
405	0.3543829176
406	0.3543003712
407	0.3542087517
408	0.3540504644
409	0.3539122369
410	0.3538188312
411	0.3537089201
412	0.3535865097
413	0.3534766281
414	0.3533387993
415	0.353172936
416	0.3530138871
417	0.3528681225
418	0.3527811286
419	0.3526024826
420	0.3525094017
421	0.3523734112
422	0.3522653081
423	0.3521776159
424	0.3520007939
425	0.3519057424
426	0.3518171597
427	0.3516707002
428	0.3516126712
429	0.351481413
430	0.3513533767
431	0.3512303215
432	0.3510819103
433	0.3508918385
434	0.3507463231
435	0.3506190078
436	0.3505502368
437	0.3503635644
438	0.3502357848
439	0.3500926826
440	0.3500159314
441	0.349869769
442	0.3497758596
443	0.3496156586
444	0.349537088
445	0.3494181393
446	0.3493392543
447	0.3492416198
448	0.3491177764
449	0.3489697114
450	0.3488157244
451	0.348693804
452	0.3485647859
453	0.3484619559
454	0.3483341286
455	0.3482000895
456	0.3481191902
457	0.3479505395
458	0.3478302673
459	0.3476611013
460	0.3474763384
461	0.3473764644
462	0.3472592231
463	0.3471493772
464	0.3470521852
465	0.3469479505
466	0.3468442802
467	0.3466991368
468	0.3465868959
469	0.346473817
470	0.3463434764
471	0.3462315722
472	0.3461715018
473	0.34605067
474	0.3458897887
475	0.345841269
476	0.3456952796
477	0.345628107
478	0.3455954922
479	0.345494911
480	0.3453464242
481	0.3452044452
482	0.3451234494
483	0.3449833821
484	0.3449525466
485	0.3448656512
486	0.344765525
487	0.3446591813
488	0.3445550223
489	0.3444155716
490	0.3442824816
491	0.344144673
492	0.3439935873
493	0.3438682617
494	0.3437226236
495	0.343603401
496	0.3434972019
497	0.3433323471
498	0.3432073177
499	0.3431154678
500	0.3430442553
501	0.342900926
502	0.3427431959
503	0.3426292328
504	0.3424931526
505	0.3423603465
506	0.342254999
507	0.3421158667
508	0.3419642036
509	0.3418401662
510	0.3416854861
511	0.3415151833
512	0.3413830528
513	0.3412911464
514	0.3412021229
515	0.3411075711
516	0.3409704599
517	0.3408418819
518	0.3407394243
519	0.3406382813
520	0.3405075576
521	0.3404167123
522	0.3403407663
523	0.3401924791
524	0.3401520685
525	0.3400579195
526	0.3399438395
527	0.3398790647
528	0.3397562828
529	0.3396118434
530	0.3395106066
531	0.3393996373
532	0.3392882332
533	0.3391679025
534	0.3390199999
535	0.3389068708
536	0.3387860091
537	0.3386716593
538	0.3386424436
539	0.3385528772
540	0.3384405448
541	0.338357746
542	0.3382134503
543	0.3380949661
544	0.3379474
545	0.3378568298
546	0.3377027007
547	0.3376083847
548	0.337496609
549	0.3373501288
550	0.3372191105
551	0.3371151907
552	0.3369747452
553	0.3368536618
554	0.3367577795
555	0.3366876328
556	0.336614049
557	0.3364871345
558	0.3364205319
559	0.3363337719
560	0.3361689433
561	0.3360664376
562	0.3359245937
563	0.3358352597
564	0.3357343651
565	0.3356224815
566	0.3355165688
567	0.3354587784
568	0.3354258265
569	0.3352930018
570	0.3352342653
571	0.3351623028
572	0.3350563421
573	0.3349192363
574	0.3348206756
575	0.3347383731
576	0.3346375461
577	0.3345468941
578	0.3344086209
579	0.334284735
580	0.3342015581
581	0.3340645514
582	0.3339357254
583	0.333801698
584	0.3336784394
585	0.3335662334
586	0.3334190578
587	0.3332869139
588	0.3331979217
589	0.333069947
590	0.3329435157
591	0.3328687833
592	0.3327690248
593	0.3325952341
594	0.3324969446
595	0.3323618472
596	0.3323331123
597	0.332196262
598	0.3320552261
599	0.3319398317
600	0.3318122546
601	0.3317514669
602	0.3316901121
603	0.3315841456
604	0.3314933767
605	0.3314257871
606	0.3313429098
607	0.3312640799
608	0.331169287
609	0.3310337219
610	0.3309248179
611	0.3308062982
612	0.3306868001
613	0.330633238
614	0.3304951434
615	0.3303905177
616	0.3302791773
617	0.3301418512
618	0.3300512093
619	0.3299305714
620	0.3298627634
621	0.3297495276
622	0.3296275245
623	0.3295625708
624	0.3294592581
625	0.3293562899
626	0.3292120493
627	0.3290869785
628	0.3289442264
629	0.3288605383
630	0.3287404631
631	0.3286160304
632	0.3284906372
633	0.3283615826
634	0.3282705697
635	0.328233424
636	0.3281280324
637	0.3280440115
638	0.3279797034
639	0.3278731299
640	0.3277374381
641	0.327658943
642	0.3275351786
643	0.3274519665
644	0.3273568892
645	0.3272621619
646	0.3271513368
647	0.3270736772
648	0.326965782
649	0.3268490854
650	0.3267106323
651	0.3265634864
652	0.3265355762
653	0.3264273554
654	0.326361494
655	0.3262739712
656	0.3261565403
657	0.3260531482
658	0.3259666819
659	0.3258638806
660	0.3257878338
661	0.3256735037
662	0.3255369392
663	0.3254601208
664	0.325339141
665	0.3252011561
666	0.3251435792
667	0.3250394518
668	0.324951422
669	0.3248909667
670	0.3247893624
671	0.3247008879
672	0.3245968208
673	0.3245143639
674	0.3244179452
675	0.3242880012
676	0.3242055446
677	0.3241307894
678	0.3240535757
679	0.3239485573
680	0.3238410433
681	0.3237485095
682	0.3237005795
683	0.323585037
684	0.3234779446
685	0.3234121004
686	0.3232928622
687	0.3231795622
688	0.3231050892
689	0.3230277444
690	0.3229327589
691	0.3228216609
692	0.322741834
693	0.3226083707
694	0.3224543204
695	0.3223188057
696	0.3221739134
697	0.322096459
698	0.3220063705
699	0.3218967659
700	0.3217958773
701	0.3216756411
702	0.3215991715
703	0.3215202748
704	0.3214606334
705	0.3213490847
706	0.3212251646
707	0.3211557847
708	0.3210713565
709	0.3210072094
710	0.3209469216
711	0.3208396487
712	0.3207107547
713	0.3206586278
714	0.3205082106
715	0.3204102695
716	0.3203539119
717	0.3203266027
718	0.3202305199
719	0.3201460279
720	0.3200680671
721	0.3199613253
722	0.319893333
723	0.3198248408
724	0.3196923771
725	0.3195376825
726	0.3194057612
727	0.3193115073
728	0.3192281843
729	0.3191248683
730	0.31900995
731	0.3189371926
732	0.3188339271
733	0.3187431419
734	0.3186472327
735	0.3185176423
736	0.3183838683
737	0.3182749606
738	0.3181962261
739	0.3181012845
740	0.3180436726
741	0.3179494573
742	0.3178678544
743	0.3177697542
744	0.3176788447
745	0.317590115
746	0.3174663279
747	0.3173659315
748	0.317279573
749	0.3171910172
750	0.3170767454
751	0.3169877885
752	0.3169400386
753	0.3167857036
754	0.3166642406
755	0.3165569318
756	0.3164717993
757	0.31634665
758	0.3162222294
759	0.3161193763
760	0.3160292536
761	0.3159127382
762	0.3157906135
763	0.3156823637
764	0.315597537
765	0.3155307745
766	0.3154185774
767	0.315300181
768	0.3152289872
769	0.3151304368
770	0.3149996514
771	0.3149111333
772	0.3148188991
773	0.3147688192
774	0.3146779929
775	0.3145672777
776	0.3145007483
777	0.3144198504
778	0.3143079381
779	0.3142343464
780	0.3141365136
781	0.3140610681
782	0.3139440003
783	0.3138276
784	0.3137249619
785	0.3136297828
786	0.3135055936
787	0.3134188145
788	0.3133427458
789	0.3132383636
790	0.3131454733
791	0.3130249828
792	0.3129286125
793	0.3128494766
794	0.3127685931
795	0.312685636
796	0.3125883913
797	0.312445435
798	0.312260193
799	0.3121793861
800	0.3120880441
801	0.3119557604
802	0.3118416628
803	0.3117447687
804	0.3116250285
805	0.3114934319
806	0.311430511
807	0.31132612
808	0.3112270456
809	0.3111414323
810	0.3110419763
811	0.3109780557
812	0.3108945113
813	0.3108200969
814	0.310719641
815	0.3106474438
816	0.3105789669
817	0.3105093121
818	0.3104254131
819	0.3103321062
820	0.3102297094
821	0.3100998951
822	0.3100108217
823	0.3099370833
824	0.3098079836
825	0.3097357942
826	0.3096745545
827	0.3095910425
828	0.3094893409
829	0.3093810485
830	0.3092799634
831	0.3091909781
832	0.3091087946
833	0.3089892659
834	0.3089071556
835	0.3088536717
836	0.3087575402
837	0.30866405
838	0.308567947
839	0.3084558827
840	0.3083591989
841	0.3082696109
842	0.3081782865
843	0.3080768767
844	0.3079721481
845	0.3078861756
846	0.307782346
847	0.3076996795
848	0.3076549933
849	0.3075697556
850	0.30750971
851	0.3074095549
852	0.3073518659
853	0.3072602816
854	0.3071651933
855	0.3070966796
856	0.3070109285
857	0.3069380632
858	0.3068564235
859	0.3067444213
860	0.3066839182
861	0.3066266444
862	0.3065339318
863	0.3064665544
864	0.3063843256
865	0.3063082485
866	0.3062533684
867	0.3061636007
868	0.3060852203
869	0.3059987086
870	0.3059226263
871	0.3058489034
872	0.3057829811
873	0.3057249314
874	0.3056414358
875	0.3055506608
876	0.3054644884
877	0.3053866761
878	0.3053049423
879	0.305239116
880	0.3051616844
881	0.3050943584
882	0.304986687
883	0.3049205126
884	0.3048621689
885	0.3047690603
886	0.3046911616
887	0.3045717319
888	0.3044854373
889	0.3043477889
890	0.3042930115
891	0.304219643
892	0.3041789913
893	0.3041463226
894	0.3040299027
895	0.3039562433
896	0.303842221
897	0.3037610213
898	0.3036950761
899	0.3036137072
900	0.3035423107
901	0.3034307158
902	0.3033235462
903	0.3032523499
904	0.3031212071
905	0.3030258466
906	0.3029383072
907	0.3028892888
908	0.3027991042
909	0.3026777769
910	0.302580688
911	0.3025018098
912	0.3024044034
913	0.3023270719
914	0.3022543355
915	0.3021080887
916	0.3020307871
917	0.3019508025
918	0.3018887476
919	0.3017724885
920	0.3017133279
921	0.3016629672
922	0.3015907744
923	0.301538614
924	0.3014703942
925	0.3014190522
926	0.3013309171
927	0.3012710881
928	0.3011897857
929	0.3011101129
930	0.3010398348
931	0.3009523734
932	0.300880265
933	0.3007894674
934	0.3007029531
935	0.3006466672
936	0.3005341191
937	0.3004531587
938	0.3003765947
939	0.3002880691
940	0.3002159388
941	0.3001648998
942	0.300091706
943	0.2999922661
944	0.2999115497
945	0.2998574096
946	0.2997350025
947	0.2996876541
948	0.2995813249
949	0.2995125583
950	0.2994108527
951	0.2992864676
952	0.2992197277
953	0.2991480074
954	0.2990825275
955	0.2989936584
956	0.2989245448
957	0.2987943708
958	0.2987059127
959	0.298634349
960	0.2985553872
961	0.2985145549
962	0.2984567657
963	0.2983620597
964	0.2982947308
965	0.2981835076
966	0.2981202083
967	0.2980551305
968	0.2979473211
969	0.2978752164
970	0.297798617
971	0.2977026861
972	0.2976152824
973	0.2975444814
974	0.2974881985
975	0.2974095855
976	0.2973212286
977	0.2972453426
978	0.2971807621
979	0.2970787915
980	0.2969853178
981	0.2969172533
982	0.296855242
983	0.2967881585
984	0.2967476033
985	0.2966385216
986	0.296562891
987	0.2964326817
988	0.2963724378
989	0.2962781557
990	0.2962160718
991	0.2960863911
992	0.2959619689
993	0.2958537643
994	0.2957384186
995	0.295679991
996	0.2956083884
997	0.2955155632
998	0.2953843926
999	0.2953157603
